time,open,high,low,close,vwap,volume,count,tb,tq,qv
2026-04-09 17:45:00+00:00,72430.25,72430.25,72284.06,72336.68,72336.68,0.06675,11,0.0051,369.0200591,4826.1327315
2026-04-09 18:00:00+00:00,72335.25,72335.25,71894.26,71914.16,71914.16,0.129,22,0.01224,883.7305522,9313.750507
2026-04-09 18:15:00+00:00,71841.34,71914.16,71802.5,71914.16,71914.16,0.01214,6,0.00828,595.050204,872.249379
2026-04-09 18:30:00+00:00,71910.25,71931.08,71800.25,71857.03,71857.03,0.04542,37,0.03002,2158.4093989,3265.4123014
2026-04-09 18:45:00+00:00,71756.28,71901.94,71756.28,71897.41,71897.41,0.00698,16,0.00537,385.6506334,501.4085609
2026-04-09 19:00:00+00:00,71872.32,72089.26,71842.21,72002.5,72002.5,0.03802,27,0.01984,1428.59638,2737.0238075
2026-04-09 19:15:00+00:00,72056.92,72056.92,71830.25,71830.25,71830.25,0.00687,5,0.00015,10.775232,494.7414592
2026-04-09 19:30:00+00:00,71919.55,72114.54,71881.66,72114.54,72114.54,0.01766,9,0.01766,1271.5970418,1271.5970418
2026-04-09 19:45:00+00:00,72126.17,72266.57,72074.81,72074.81,72074.81,0.0434,37,0.02987,2155.1837347,3132.0292522
2026-04-09 20:00:00+00:00,72137.47,72174.02,72110.25,72174.02,72174.02,0.03233,20,0.02084,1503.3893328,2332.3518636
2026-04-09 20:15:00+00:00,72174.02,72313.06,72174.02,72310.25,72310.25,0.05638,12,0.00431,311.1700445,4074.9419393
2026-04-09 20:30:00+00:00,72280.0,72436.95,72280.0,72436.95,72436.95,0.04327,32,0.04216,3050.2132929,3130.5716296
2026-04-09 20:45:00+00:00,72363.93,72376.08,72307.91,72361.84,72361.84,0.00588,7,0.00249,180.1070975,425.3893736
2026-04-09 21:00:00+00:00,72418.22,72674.27,72199.14,72243.69,72243.69,0.20767,57,0.1198,8690.2802444,15049.4882851
2026-04-09 21:15:00+00:00,72266.85,72266.85,72179.06,72182.19,72182.19,0.01694,8,0.0,0.0,1223.1962498
2026-04-09 21:30:00+00:00,72182.19,72360.28,72182.19,72358.0,72358.0,0.03474,9,0.01534,1109.9244928,2511.7479064
2026-04-09 21:45:00+00:00,72355.25,72355.25,72355.25,72355.25,72355.25,0.00216,2,0.0,0.0,156.28734
2026-04-09 22:00:00+00:00,72447.09,72477.6,72447.09,72477.6,72477.6,0.00407,4,0.00407,294.9059188,294.9059188
2026-04-09 22:15:00+00:00,72512.25,73108.09,72512.25,72624.68,72624.68,0.62868,181,0.49626,36169.4971993,45814.8083572
2026-04-09 22:30:00+00:00,72620.25,72620.25,72341.79,72341.79,72341.79,0.09976,25,0.06798,4925.8138186,7231.3204061
2026-04-09 22:45:00+00:00,72313.06,72427.61,71997.92,71997.92,71997.92,0.14973,42,0.01314,949.5982231,10803.3046725
2026-04-09 23:00:00+00:00,71973.55,72002.49,71796.7,71796.7,71796.7,0.02706,17,0.00704,506.3319932,1945.5571638
2026-04-09 23:15:00+00:00,71756.26,71834.88,71600.42,71821.33,71821.33,0.3186,22,0.01564,1121.675362,22822.0054477
2026-04-09 23:30:00+00:00,71786.3,71832.87,71677.64,71769.32,71769.32,0.06869,24,0.00943,676.6582288,4926.1709978
2026-04-09 23:45:00+00:00,71765.25,71784.02,71712.2,71765.85,71765.85,0.02067,11,0.00145,104.0053264,1483.1295005
2026-04-10 00:00:00+00:00,71805.97,71847.86,71750.37,71750.37,71750.37,0.05241,12,0.02658,1908.8788777,3763.7230384
2026-04-10 00:15:00+00:00,71800.0,71800.0,71622.46,71743.63,71743.63,0.15746,10,0.003,215.23089,11297.0702012
2026-04-10 00:30:00+00:00,71784.06,71925.0,71784.06,71925.0,71925.0,0.14669,4,0.14652,10538.3764191,10550.5797093
2026-04-10 00:45:00+00:00,71925.0,72009.5,71925.0,71930.26,71930.26,0.16144,19,0.0112,805.9702086,11615.0414611
2026-04-10 01:00:00+00:00,71958.04,72045.94,71877.33,72045.94,72045.94,0.00719,7,0.00611,440.0401817,517.7081752
2026-04-10 01:15:00+00:00,72000.0,72000.0,71650.7,71814.31,71814.31,0.18543,18,0.17344,12451.6090718,13312.5499567
2026-04-10 01:30:00+00:00,71930.64,72377.97,71930.64,72301.02,72301.02,0.30936,62,0.27774,20041.8201533,22322.1193378
2026-04-10 01:45:00+00:00,72257.63,72310.17,72139.34,72165.01,72165.01,0.06071,27,0.0165,1191.924548,4385.7894041
2026-04-10 02:00:00+00:00,72148.74,72225.92,72148.74,72217.12,72217.12,0.01878,10,0.00117,84.4316805,1355.8926563
2026-04-10 02:15:00+00:00,72221.76,72221.76,72213.54,72213.54,72213.54,0.00027,2,0.00013,9.3877602,19.4988066
2026-04-10 02:30:00+00:00,72213.54,72213.54,72213.54,72213.54,72213.54,0.0,0,0.0,0.0,0.0
2026-04-10 02:45:00+00:00,72147.14,72147.15,71966.27,71966.27,71966.27,0.17383,8,0.06924,4995.468636,12527.8043208
2026-04-10 03:00:00+00:00,71947.05,71947.05,71882.36,71882.36,71882.36,0.00938,6,0.0,0.0,674.512776
2026-04-10 03:15:00+00:00,71885.23,71885.23,71857.7,71857.7,71857.7,0.00093,5,0.00038,27.3085363,66.8423127
2026-04-10 03:30:00+00:00,71845.6,71969.45,71845.6,71943.68,71943.68,0.02084,5,0.01355,973.6070936,1498.0940168
2026-04-10 03:45:00+00:00,71943.68,71943.68,71943.68,71943.68,71943.68,0.0,0,0.0,0.0,0.0
