time,open,high,low,close,vwap,volume,count,tb,tq,qv
2026-05-09 17:28:00+00:00,2329.59,2329.59,2329.59,2329.59,2329.59,0.0,0,0.0,0.0,0.0
2026-05-09 17:29:00+00:00,2331.34,2331.34,2331.34,2331.34,2331.34,0.0296,1,0.0296,69.007664,69.007664
2026-05-09 17:30:00+00:00,2331.34,2331.34,2331.34,2331.34,2331.34,0.0,0,0.0,0.0,0.0
2026-05-09 17:31:00+00:00,2331.34,2331.34,2331.34,2331.34,2331.34,0.0,0,0.0,0.0,0.0
2026-05-09 17:32:00+00:00,2331.67,2331.67,2331.35,2331.35,2331.35,0.2142,2,0.0,0.0,499.377858
2026-05-09 17:33:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:34:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:35:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:36:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:37:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:38:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:39:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:40:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:41:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:42:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:43:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:44:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:45:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:46:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:47:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:48:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:49:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:50:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:51:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:52:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:53:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:54:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:55:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:56:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:57:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:58:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 17:59:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 18:00:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 18:01:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 18:02:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 18:03:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 18:04:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 18:05:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 18:06:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 18:07:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 18:08:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 18:09:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 18:10:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 18:11:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.0,0,0.0,0.0,0.0
2026-05-09 18:12:00+00:00,2331.35,2331.35,2331.35,2331.35,2331.35,0.4289,1,0.4289,999.916015,999.916015
