time,low,high,open,close,vol
2025-11-21 06:15:00+00:00,85490.93,85865.64,85860.88,85521.95,133.71678569
2025-11-21 06:30:00+00:00,85424.53,85724.84,85519.13,85560.01,179.32977025
2025-11-21 06:45:00+00:00,85432.49,85631.42,85556.24,85465.98,134.99345607
2025-11-21 07:00:00+00:00,85324.58,85652.05,85465.99,85398.02,155.98200658
2025-11-21 07:15:00+00:00,85063.08,85412.64,85407.72,85096.78,148.29119409
2025-11-21 07:30:00+00:00,81385.97,85199.24,85098.01,84231.03,1884.71938547
2025-11-21 07:45:00+00:00,83657.08,84256.76,84233.98,83914.25,315.49994527
2025-11-21 08:00:00+00:00,83576.09,84581.81,83914.25,84376.43,363.76294344
2025-11-21 08:15:00+00:00,84072.23,84589.3,84376.43,84112.57,229.47979618
2025-11-21 08:30:00+00:00,83643.17,84323.39,84112.57,83692.03,208.87308469
2025-11-21 08:45:00+00:00,83478.03,83888.25,83687.48,83532.0,225.57913792
2025-11-21 09:00:00+00:00,83485.65,83877.31,83528.49,83592.89,192.81042408
2025-11-21 09:15:00+00:00,82942.48,83672.48,83596.41,82963.66,249.93886277
2025-11-21 09:30:00+00:00,82327.44,83125.12,82963.65,82533.82,465.06629459
2025-11-21 09:45:00+00:00,82003.32,82611.97,82533.82,82104.02,398.18834626
2025-11-21 10:00:00+00:00,81600.64,82393.77,82093.93,82000.53,731.64437354
2025-11-21 10:15:00+00:00,81548.32,82362.0,82000.53,81952.0,313.7902512
2025-11-21 10:30:00+00:00,81933.88,82808.35,81948.0,82438.44,426.27548237
2025-11-21 10:45:00+00:00,82250.83,82698.5,82438.44,82592.04,253.74363067
2025-11-21 11:00:00+00:00,82500.99,83245.74,82592.04,82970.99,278.60209174
2025-11-21 11:15:00+00:00,82733.57,83128.64,82970.99,82813.98,126.83431416
2025-11-21 11:30:00+00:00,82273.72,82995.0,82813.98,82409.61,233.51881133
2025-11-21 11:45:00+00:00,82089.0,82414.0,82408.0,82204.53,227.23103974
2025-11-21 12:00:00+00:00,81839.22,82333.72,82204.0,82201.88,369.99403538
2025-11-21 12:15:00+00:00,80524.65,82201.87,82197.81,80836.0,599.17940455
2025-11-21 12:30:00+00:00,80836.02,82947.8,80840.0,82909.58,989.69299944
2025-11-21 12:45:00+00:00,82883.69,83500.0,82909.68,83176.01,617.71288223
2025-11-21 13:00:00+00:00,83004.88,83777.0,83179.83,83726.0,515.33724379
2025-11-21 13:15:00+00:00,83290.48,84249.96,83726.03,83339.57,349.29490292
2025-11-21 13:30:00+00:00,83188.46,84106.98,83339.58,84065.98,307.40923964
2025-11-21 13:45:00+00:00,83946.04,84340.0,84064.06,84005.71,350.71842431
2025-11-21 14:00:00+00:00,83627.51,84117.49,84016.01,83732.55,336.9331995
2025-11-21 14:15:00+00:00,83451.54,83742.0,83732.53,83601.15,302.5875624
2025-11-21 14:30:00+00:00,83490.02,85213.28,83601.01,84833.12,907.50223128
2025-11-21 14:45:00+00:00,84155.01,85449.99,84833.65,84756.3,418.09589349
2025-11-21 15:00:00+00:00,83976.69,85015.99,84759.61,84092.0,607.26478611
2025-11-21 15:15:00+00:00,83519.61,84245.75,84093.27,83546.82,627.54460886
2025-11-21 15:30:00+00:00,82705.78,83782.34,83546.79,83160.01,839.73614447
2025-11-21 15:45:00+00:00,82650.85,83324.26,83164.35,82846.0,520.24288312
2025-11-21 16:00:00+00:00,82233.99,83020.0,82842.0,82833.99,633.90526209
2025-11-21 16:15:00+00:00,82471.13,83214.7,82833.99,83190.54,584.73287788
2025-11-21 16:30:00+00:00,82845.4,83692.97,83179.87,83265.22,631.03663378
2025-11-21 16:45:00+00:00,83032.0,84836.09,83265.23,84825.24,536.77320478
2025-11-21 17:00:00+00:00,84491.14,85390.76,84826.0,85034.92,579.78167389
2025-11-21 17:15:00+00:00,84859.22,85490.57,85035.98,85108.11,426.13061466
2025-11-21 17:30:00+00:00,84913.01,85401.88,85119.37,85100.0,326.32380917
2025-11-21 17:45:00+00:00,84700.5,85322.0,85101.91,84806.13,311.59363053
2025-11-21 18:00:00+00:00,83489.9,84876.65,84806.13,83596.03,439.3593505
2025-11-21 18:15:00+00:00,83224.0,84098.97,83596.03,83994.24,513.11566196
2025-11-21 18:30:00+00:00,83900.01,84520.0,83990.73,84453.98,323.21615697
2025-11-21 18:45:00+00:00,84325.95,85005.0,84454.01,84506.03,504.42115457
2025-11-21 19:00:00+00:00,84366.26,84814.09,84506.03,84489.39,269.575433
2025-11-21 19:15:00+00:00,84404.88,84962.65,84491.37,84836.02,319.25624249
2025-11-21 19:30:00+00:00,84277.23,84939.55,84836.02,84385.52,256.06080339
2025-11-21 19:45:00+00:00,84006.95,84385.53,84385.53,84135.7,254.52115944
2025-11-21 20:00:00+00:00,83782.87,84310.22,84135.69,84133.99,321.55857073
2025-11-21 20:15:00+00:00,83436.73,84143.99,84133.98,83468.08,268.35377237
2025-11-21 20:30:00+00:00,83373.93,84205.23,83468.07,84184.01,350.88412922
