ts,city,target,gfs_max,ens_mean,ens_std,ecmwf_max
2026-09-05T18:41:17+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:41:19+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:41:21+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T18:42:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
2026-09-05T18:42:17+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:42:19+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:42:21+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T18:43:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
2026-09-05T18:43:17+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:43:19+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:43:21+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T18:44:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
2026-09-05T18:44:17+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:44:19+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:44:21+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T18:45:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
2026-09-05T18:45:17+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:45:19+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:45:22+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T18:46:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
2026-09-05T18:46:17+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:46:19+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:46:21+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T18:47:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
2026-09-05T18:47:17+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:47:19+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:47:22+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T18:48:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
2026-09-05T18:48:17+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:48:19+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:48:21+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T18:49:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
2026-09-05T18:49:17+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:49:19+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:49:21+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T18:50:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
2026-09-05T18:50:18+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:50:20+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:50:23+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T18:51:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
2026-09-05T18:51:17+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:51:19+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:51:21+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T18:52:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
2026-09-05T18:52:17+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:52:19+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:52:21+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T18:53:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
2026-09-05T18:53:17+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:53:19+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:53:21+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T18:54:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
2026-09-05T18:54:17+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:54:19+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:54:21+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T18:55:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
2026-09-05T18:55:17+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:55:19+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:55:21+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T18:56:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
2026-09-05T18:56:17+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:56:19+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:56:21+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T18:57:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
2026-09-05T18:57:17+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:57:19+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:57:22+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T18:58:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
2026-09-05T18:58:17+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:58:19+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:58:22+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T18:59:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
2026-09-05T18:59:17+00:00,NYC,2026-09-06,70.6,75.57096774193548,2.0243985245144276,
2026-09-05T18:59:19+00:00,CHI,2026-09-05,80.4,82.80967741935486,1.7678773199864213,
2026-09-05T18:59:22+00:00,CHI,2026-09-06,80.1,80.2322580645161,1.7156560104828509,
2026-09-05T19:00:15+00:00,NYC,2026-09-05,79.9,81.93225806451613,1.3145309716161842,
